seed	dq	dp	de	dgf	dgm	dg1	dg2	dg3	dg4	pf	pm	p1	p2	p3	p4	blue_daf	blue_dam	blue_da1	blue_da2	blue_da3	blue_da4	pink_daf	pink_dam	pink_da1	pink_da2	pink_da3	pink_da4	blue_laf	blue_lam	blue_la1	blue_la2	blue_la3	blue_la4	pink_laf	pink_lam	pink_la1	pink_la2	pink_la3	pink_la4	pedid	xr1	blue_recomb	x1	xr2	pink_recomb	x2	x	i	dallele	lallele	Y
679865644	0.05	0.95	0.5	1	1	1	1	1	1	-0.33908358	0.2559063436	1.2460517643	0.1420478709	0.6228004866	-0.022716629	1	1	1	1	1	1	1	1	1	1	1	1	6	3	6	6	6	6	6	2	3	2	3	3	6	0.0713491966	1	0.0069867964	0.1314500655	0	0.1623794977	-0.645433259	1	1	6	0
679865644	0.05	0.95	0.5	1	1	1	1	1	1	-0.33908358	0.2559063436	1.2460517643	0.1420478709	0.6228004866	-0.022716629	1	1	1	1	1	1	1	1	1	1	1	1	6	3	6	6	6	6	6	2	3	2	3	3	6	0.0713491966	1	0.0069867964	0.1314500655	0	0.1623794977	-0.645433259	1	1	6	0
1780215241	0.05	0.95	0.5	1	1	1	1	1	1	-0.530157876	-0.160300581	0.6168176237	0.4668768972	0.7706127306	0.6260341734	1	1	1	1	1	1	1	1	1	1	1	1	3	5	1	1	3	1	1	3	3	3	5	3	7	0.989847871	0	0.8001843853	0.7929820557	0	0.9962395639	0.6520683467	1	1	3	0
1780215241	0.05	0.95	0.5	1	1	1	1	1	1	-0.530157876	-0.160300581	0.6168176237	0.4668768972	0.7706127306	0.6260341734	1	1	1	1	1	1	1	1	1	1	1	1	3	5	1	1	3	1	1	3	3	3	5	3	7	0.989847871	0	0.8001843853	0.7929820557	0	0.9962395639	0.6520683467	1	1	1	0
6541955	0.05	0.95	0.5	1	1	1	1	1	1	0.4769085529	-0.059355694	0.4180820784	0.4861526158	0.7223733801	0.8010256086	1	1	1	1	1	1	1	1	1	1	1	1	3	3	6	6	6	3	6	5	5	5	5	3	8	0.9019142468	0	0.2660117891	0.6825140033	0	0.3350650903	1.0020512172	1	1	3	0
6541955	0.05	0.95	0.5	1	1	1	1	1	1	0.4769085529	-0.059355694	0.4180820784	0.4861526158	0.7223733801	0.8010256086	1	1	1	1	1	1	1	1	1	1	1	1	3	3	6	6	6	3	6	5	5	5	5	3	8	0.9019142468	0	0.2660117891	0.6825140033	0	0.3350650903	1.0020512172	1	1	6	0
1042897464	0.05	0.95	0.5	1	1	1	1	1	1	0.4721288885	-0.32456205	-0.675311099	0.5613557967	-0.710415276	-0.377745265	1	1	1	1	1	1	1	1	1	1	1	1	4	2	4	2	2	4	2	3	2	3	2	3	9	0.548630147	0	0.4924837064	0.4273999466	0	0.555251282	-1.355490531	1	1	4	0
1042897464	0.05	0.95	0.5	1	1	1	1	1	1	0.4721288885	-0.32456205	-0.675311099	0.5613557967	-0.710415276	-0.377745265	1	1	1	1	1	1	1	1	1	1	1	1	4	2	4	2	2	4	2	3	2	3	2	3	9	0.548630147	0	0.4924837064	0.4273999466	0	0.555251282	-1.355490531	1	1	2	0
1452355784	0.05	0.95	0.5	1	1	1	1	1	1	1.0914152634	0.0924797067	-0.259004445	0.7658784027	-0.191533231	-0.239867498	1	1	1	1	1	1	1	1	1	1	1	1	6	4	3	3	6	6	3	6	4	4	4	6	10	0.700300753	0	0.1137666815	0.6350767313	0	0.6659619099	-1.079734996	1	1	6	0
1452355784	0.05	0.95	0.5	1	1	1	1	1	1	1.0914152634	0.0924797067	-0.259004445	0.7658784027	-0.191533231	-0.239867498	1	1	1	1	1	1	1	1	1	1	1	1	6	4	3	3	6	6	3	6	4	4	4	6	10	0.700300753	0	0.1137666815	0.6350767313	0	0.6659619099	-1.079734996	1	1	3	0
2144457975	0.05	0.95	0.5	1	1	1	1	1	1	0.4346789121	0.4830734805	0.7647671946	1.1021722089	-0.072246069	0.9811379366	1	1	1	1	1	1	1	1	1	1	1	1	4	6	6	6	4	4	6	2	6	2	6	6	11	0.371696124	0	0.1872219509	0.3994643024	0	0.3267440602	1.3622758732	1	1	4	0
2144457975	0.05	0.95	0.5	1	1	1	1	1	1	0.4346789121	0.4830734805	0.7647671946	1.1021722089	-0.072246069	0.9811379366	1	1	1	1	1	1	1	1	1	1	1	1	4	6	6	6	4	4	6	2	6	2	6	6	11	0.371696124	0	0.1872219509	0.3994643024	0	0.3267440602	1.3622758732	1	1	6	0
335245709	0.05	0.95	0.5	1	1	1	1	1	1	0.1710380331	0.0383181839	0.4006499275	-0.320730955	0.4908867402	0.7797106262	1	1	1	1	1	1	1	1	1	1	1	1	5	4	5	5	5	5	5	3	3	3	4	4	12	0.8223182712	0	0.8858509175	0.1025853814	0	0.4807453954	0.9594212524	1	1	5	0
335245709	0.05	0.95	0.5	1	1	1	1	1	1	0.1710380331	0.0383181839	0.4006499275	-0.320730955	0.4908867402	0.7797106262	1	1	1	1	1	1	1	1	1	1	1	1	5	4	5	5	5	5	5	3	3	3	4	4	12	0.8223182712	0	0.8858509175	0.1025853814	0	0.4807453954	0.9594212524	1	1	5	0
1820157317	0.05	0.95	0.5	1	1	1	1	1	1	0.0558603745	-0.562376471	0.188059568	-0.264017736	0.2983822367	0.9820203512	1	1	1	1	1	1	1	1	1	1	1	1	6	4	6	5	6	6	5	5	4	4	4	5	13	0.5587916181	0	0.4113750916	0.5542312835	0	0.8342404826	1.3640407023	1	1	6	0
1820157317	0.05	0.95	0.5	1	1	1	1	1	1	0.0558603745	-0.562376471	0.188059568	-0.264017736	0.2983822367	0.9820203512	1	1	1	1	1	1	1	1	1	1	1	1	6	4	6	5	6	6	5	5	4	4	4	5	13	0.5587916181	0	0.4113750916	0.5542312835	0	0.8342404826	1.3640407023	1	1	5	0
1116558348	0.05	0.95	0.5	1	2	2	2	2	1	-0.072831076	0.5470480504	0.7040051812	1.1002041694	-1.088276459	-0.171006409	1	2	1	1	1	1	1	1	2	2	2	1	2	1	2	2	3	3	3	6	1	1	6	6	14	0.6831294995	0	0.9410536736	0.8266839263	0	0.9764574421	-0.942012817	1	1	2	0
1116558348	0.05	0.95	0.5	1	2	2	2	2	1	-0.072831076	0.5470480504	0.7040051812	1.1002041694	-1.088276459	-0.171006409	1	2	1	1	1	1	1	1	2	2	2	1	2	1	2	2	3	3	3	6	1	1	6	6	14	0.6831294995	0	0.9410536736	0.8266839263	0	0.9764574421	-0.942012817	1	1	3	0
604901746	0.05	0.95	0.5	1	1	1	1	1	1	0.0806407062	0.7609796665	0.5730648754	-0.279780056	0.0686835255	0.2350434566	1	1	1	1	1	1	1	1	1	1	1	1	5	4	5	6	5	5	6	6	6	6	6	6	15	0.0745426454	1	0.9303556326	0.1626508106	0	0.874799218	-0.129913087	1	1	5	0
604901746	0.05	0.95	0.5	1	1	1	1	1	1	0.0806407062	0.7609796665	0.5730648754	-0.279780056	0.0686835255	0.2350434566	1	1	1	1	1	1	1	1	1	1	1	1	5	4	5	6	5	5	6	6	6	6	6	6	15	0.0745426454	1	0.9303556326	0.1626508106	0	0.874799218	-0.129913087	1	1	6	0
1489754846	0.05	0.95	0.5	1	1	1	1	1	1	0.4028653722	0.4960389878	-0.309643094	-0.988806391	0.197506486	0.2530200895	1	1	1	1	1	1	1	1	1	1	1	1	6	3	3	6	3	6	3	2	2	3	3	3	16	0.3059875599	0	0.4922765295	0.9154229774	0	0.3548596605	-0.093959821	1	1	6	0
1489754846	0.05	0.95	0.5	1	1	1	1	1	1	0.4028653722	0.4960389878	-0.309643094	-0.988806391	0.197506486	0.2530200895	1	1	1	1	1	1	1	1	1	1	1	1	6	3	3	6	3	6	3	2	2	3	3	3	16	0.3059875599	0	0.4922765295	0.9154229774	0	0.3548596605	-0.093959821	1	1	3	0
1409083667	0.05	0.95	0.5	1	1	1	1	1	1	0.8271650637	0.4766233105	0.5642617473	-0.617745249	0.1947354162	0.1962375462	1	1	1	1	1	1	1	1	1	1	1	1	4	6	6	4	6	6	6	5	6	6	5	5	17	0.5090104106	0	0.9944306021	0.3370771568	0	0.6738679887	-0.207524908	1	1	4	0
1409083667	0.05	0.95	0.5	1	1	1	1	1	1	0.8271650637	0.4766233105	0.5642617473	-0.617745249	0.1947354162	0.1962375462	1	1	1	1	1	1	1	1	1	1	1	1	4	6	6	4	6	6	6	5	6	6	5	5	17	0.5090104106	0	0.9944306021	0.3370771568	0	0.6738679887	-0.207524908	1	1	6	0
466641608	0.05	0.95	0.5	1	1	1	1	1	1	0.2136804357	0.0665203726	0.0105609695	0.5067695671	0.2751290736	0.4669813908	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	3	3	3	3	4	4	4	1	4	18	0.7331723323	0	0.988376718	0.8074846122	0	0.8256659516	0.3339627816	1	1	3	0
466641608	0.05	0.95	0.5	1	1	1	1	1	1	0.2136804357	0.0665203726	0.0105609695	0.5067695671	0.2751290736	0.4669813908	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	3	3	3	3	4	4	4	1	4	18	0.7331723323	0	0.988376718	0.8074846122	0	0.8256659516	0.3339627816	1	1	3	0
2027069554	0.05	0.95	0.5	1	1	1	1	1	1	0.5239222278	-0.538010115	-0.069676647	0.7138024211	0.681593289	1.0617510819	1	1	1	1	1	1	1	1	1	1	1	1	1	3	6	1	6	6	6	5	3	3	5	3	19	0.5195882588	0	0.5996418025	0.9001612407	0	0.0538629601	1.5235021639	1	1	1	0
2027069554	0.05	0.95	0.5	1	1	1	1	1	1	0.5239222278	-0.538010115	-0.069676647	0.7138024211	0.681593289	1.0617510819	1	1	1	1	1	1	1	1	1	1	1	1	1	3	6	1	6	6	6	5	3	3	5	3	19	0.5195882588	0	0.5996418025	0.9001612407	0	0.0538629601	1.5235021639	1	1	6	0
1161293754	0.05	0.95	0.5	1	1	1	1	1	1	0.8573668713	0.0739337234	0.2781385451	-0.521775933	0.4845157541	-0.529895567	1	1	1	1	1	1	1	1	1	1	1	1	5	3	3	5	3	5	3	1	3	1	1	1	20	0.3879405243	0	0.4910359627	0.688047699	0	0.917759675	-1.659791135	1	1	5	0
1161293754	0.05	0.95	0.5	1	1	1	1	1	1	0.8573668713	0.0739337234	0.2781385451	-0.521775933	0.4845157541	-0.529895567	1	1	1	1	1	1	1	1	1	1	1	1	5	3	3	5	3	5	3	1	3	1	1	1	20	0.3879405243	0	0.4910359627	0.688047699	0	0.917759675	-1.659791135	1	1	3	0
2114307310	0.05	0.95	0.5	1	1	1	1	1	1	0.687599617	-0.245957722	0.4782537475	0.1070496188	0.3912844498	0.950567023	1	1	1	1	1	1	1	1	1	1	1	1	3	4	3	5	5	5	5	4	4	4	4	4	21	0.1716986746	0	0.5012018944	0.3633954098	0	0.524398234	1.3011340459	1	1	3	0
2114307310	0.05	0.95	0.5	1	1	1	1	1	1	0.687599617	-0.245957722	0.4782537475	0.1070496188	0.3912844498	0.950567023	1	1	1	1	1	1	1	1	1	1	1	1	3	4	3	5	5	5	5	4	4	4	4	4	21	0.1716986746	0	0.5012018944	0.3633954098	0	0.524398234	1.3011340459	1	1	5	0
1473576528	0.05	0.95	0.5	1	2	1	1	1	2	1.0794322143	0.2612643418	0.9189025923	-0.01661762	0.1643517756	0.1168063369	1	2	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	4	4	4	4	4	22	0.4307367375	0	0.5816755982	0.9861518978	0	0.11507865	-0.166387326	1	1	1	0
1473576528	0.05	0.95	0.5	1	2	1	1	1	2	1.0794322143	0.2612643418	0.9189025923	-0.01661762	0.1643517756	0.1168063369	1	2	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	4	4	4	4	4	22	0.4307367375	0	0.5816755982	0.9861518978	0	0.11507865	-0.166387326	1	1	1	0
2000225633	0.05	0.95	0.5	1	1	1	1	1	1	0.2491698304	0.6231990149	0.6773045711	0.7364096114	0.1616219202	0.8554172618	1	1	1	1	1	1	1	1	1	1	1	1	5	2	5	2	2	2	2	6	6	2	6	2	23	0.5738867384	0	0.995114035	0.687264792	0	0.0483692182	1.1108345237	1	1	5	0
2000225633	0.05	0.95	0.5	1	1	1	1	1	1	0.2491698304	0.6231990149	0.6773045711	0.7364096114	0.1616219202	0.8554172618	1	1	1	1	1	1	1	1	1	1	1	1	5	2	5	2	2	2	2	6	6	2	6	2	23	0.5738867384	0	0.995114035	0.687264792	0	0.0483692182	1.1108345237	1	1	2	0
2007033381	0.05	0.95	0.5	1	1	1	1	1	1	-0.120525587	-0.23449007	0.2986120148	0.762825607	0.9507811506	0.6862768622	1	1	1	1	1	1	1	1	1	1	1	1	5	4	4	4	4	5	4	5	4	5	4	5	24	0.2144064164	0	0.3682384642	0.5363243378	0	0.7019789874	0.7725537245	1	1	5	0
2007033381	0.05	0.95	0.5	1	1	1	1	1	1	-0.120525587	-0.23449007	0.2986120148	0.762825607	0.9507811506	0.6862768622	1	1	1	1	1	1	1	1	1	1	1	1	5	4	4	4	4	5	4	5	4	5	4	5	24	0.2144064164	0	0.3682384642	0.5363243378	0	0.7019789874	0.7725537245	1	1	4	0
369857384	0.05	0.95	0.5	1	1	1	1	1	1	0.024655702	0.5631749469	0.4635587398	-0.398850738	0.762567521	0.5032395264	1	1	1	1	1	1	1	1	1	1	1	1	6	5	2	2	6	2	2	1	1	5	5	5	25	0.1671284675	0	0.5326244875	0.0185169135	1	0.8626211508	0.4064790527	1	1	6	0
369857384	0.05	0.95	0.5	1	1	1	1	1	1	0.024655702	0.5631749469	0.4635587398	-0.398850738	0.762567521	0.5032395264	1	1	1	1	1	1	1	1	1	1	1	1	6	5	2	2	6	2	2	1	1	5	5	5	25	0.1671284675	0	0.5326244875	0.0185169135	1	0.8626211508	0.4064790527	1	1	2	0
874432160	0.05	0.95	0.5	1	1	1	1	1	1	0.8298945263	-0.357357012	-0.601322805	0.4637179708	-0.422405125	-0.770795278	1	1	1	1	1	1	1	1	1	1	1	1	6	2	3	6	3	6	3	4	2	2	2	2	26	0.1527262056	0	0.126448948	0.8256781287	0	0.0331713702	-2.141590557	1	1	6	0
874432160	0.05	0.95	0.5	1	1	1	1	1	1	0.8298945263	-0.357357012	-0.601322805	0.4637179708	-0.422405125	-0.770795278	1	1	1	1	1	1	1	1	1	1	1	1	6	2	3	6	3	6	3	4	2	2	2	2	26	0.1527262056	0	0.126448948	0.8256781287	0	0.0331713702	-2.141590557	1	1	3	0
1104325215	0.05	0.95	0.5	1	1	1	1	1	1	0.0306933176	-0.103850994	-0.176994051	0.6509109277	0.3184646676	0.1707289411	1	1	1	1	1	1	1	1	1	1	1	1	4	6	5	5	4	4	5	4	6	6	4	6	27	0.0889435206	1	0.5179982421	0.4312943865	0	0.0274654646	-0.258542118	1	1	4	0
1104325215	0.05	0.95	0.5	1	1	1	1	1	1	0.0306933176	-0.103850994	-0.176994051	0.6509109277	0.3184646676	0.1707289411	1	1	1	1	1	1	1	1	1	1	1	1	4	6	5	5	4	4	5	4	6	6	4	6	27	0.0889435206	1	0.5179982421	0.4312943865	0	0.0274654646	-0.258542118	1	1	5	0
1442967529	0.05	0.95	0.5	1	1	1	1	1	1	0.2105720214	0.2893470402	0.8269778509	0.1410004089	0.9625341555	0.0093778647	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	3	5	5	5	3	28	0.2401338859	0	0.5763605836	0.4157217366	0	0.7328873918	-0.581244271	1	1	5	0
1442967529	0.05	0.95	0.5	1	1	1	1	1	1	0.2105720214	0.2893470402	0.8269778509	0.1410004089	0.9625341555	0.0093778647	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	3	5	5	5	3	28	0.2401338859	0	0.5763605836	0.4157217366	0	0.7328873918	-0.581244271	1	1	5	0
269415206	0.05	0.95	0.5	1	1	1	1	1	1	0.1636712615	0.9061919797	0.2267938199	0.3042778263	0.1923667185	0.5488762141	1	1	1	1	1	1	1	1	1	1	1	1	6	6	3	6	6	6	3	3	3	6	6	6	29	0.3151075781	0	0.0688731363	0.7194344512	0	0.3738071133	0.4977524282	1	1	6	0
269415206	0.05	0.95	0.5	1	1	1	1	1	1	0.1636712615	0.9061919797	0.2267938199	0.3042778263	0.1923667185	0.5488762141	1	1	1	1	1	1	1	1	1	1	1	1	6	6	3	6	6	6	3	3	3	6	6	6	29	0.3151075781	0	0.0688731363	0.7194344512	0	0.3738071133	0.4977524282	1	1	3	0
796374574	0.05	0.95	0.5	1	1	1	1	1	1	0.7330965817	-0.292417592	-0.180183847	0.9508836674	0.138471223	-0.156615057	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	3	5	5	3	2	5	5	5	2	30	0.7043623932	0	0.246301178	0.2601327357	0	0.6099108772	-0.913230115	1	1	5	0
796374574	0.05	0.95	0.5	1	1	1	1	1	1	0.7330965817	-0.292417592	-0.180183847	0.9508836674	0.138471223	-0.156615057	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	3	5	5	3	2	5	5	5	2	30	0.7043623932	0	0.246301178	0.2601327357	0	0.6099108772	-0.913230115	1	1	3	0
1344283049	0.05	0.95	0.5	1	1	1	1	1	1	-0.429059427	-0.028690405	0.9067344818	-0.070728887	0.2761273645	-0.157938278	1	1	1	1	1	1	1	1	1	1	1	1	3	3	5	5	5	5	5	2	2	3	2	2	31	0.9875429631	0	0.950282434	0.2325105235	0	0.8375251954	-0.915876557	1	1	3	0
1344283049	0.05	0.95	0.5	1	1	1	1	1	1	-0.429059427	-0.028690405	0.9067344818	-0.070728887	0.2761273645	-0.157938278	1	1	1	1	1	1	1	1	1	1	1	1	3	3	5	5	5	5	5	2	2	3	2	2	31	0.9875429631	0	0.950282434	0.2325105235	0	0.8375251954	-0.915876557	1	1	5	0
196815700	0.05	0.95	0.5	1	1	1	1	1	1	0.9968043129	1.0051646561	0.3058263699	0.2048279867	-0.146320742	0.4291421656	1	1	1	1	1	1	1	1	1	1	1	1	2	3	6	6	6	2	6	6	3	6	6	3	32	0.5238661568	0	0.1992273686	0.4256527789	0	0.4038028821	0.2582843311	1	1	2	0
196815700	0.05	0.95	0.5	1	1	1	1	1	1	0.9968043129	1.0051646561	0.3058263699	0.2048279867	-0.146320742	0.4291421656	1	1	1	1	1	1	1	1	1	1	1	1	2	3	6	6	6	2	6	6	3	6	6	3	32	0.5238661568	0	0.1992273686	0.4256527789	0	0.4038028821	0.2582843311	1	1	6	0
1193260466	0.05	0.95	0.5	1	1	1	1	1	1	0.8169802886	0.2485862944	0.2182457873	-0.000820302	0.4013095976	-0.58003436	1	1	1	1	1	1	1	1	1	1	1	1	5	1	6	6	5	5	6	3	1	1	3	3	33	0.2658496472	0	0.2705896666	0.3545415194	0	0.9812677917	-1.760068721	1	1	5	0
1193260466	0.05	0.95	0.5	1	1	1	1	1	1	0.8169802886	0.2485862944	0.2182457873	-0.000820302	0.4013095976	-0.58003436	1	1	1	1	1	1	1	1	1	1	1	1	5	1	6	6	5	5	6	3	1	1	3	3	33	0.2658496472	0	0.2705896666	0.3545415194	0	0.9812677917	-1.760068721	1	1	6	0
242400148	0.05	0.95	0.5	1	1	1	1	1	1	0.8367839206	-0.36967371	0.8251728908	0.5783229384	-0.072667117	0.6671952509	1	1	1	1	1	1	1	1	1	1	1	1	5	6	3	5	3	3	3	3	6	6	6	3	34	0.3890615126	0	0.6252189212	0.1335894881	0	0.5691057898	0.7343905018	1	1	5	0
242400148	0.05	0.95	0.5	1	1	1	1	1	1	0.8367839206	-0.36967371	0.8251728908	0.5783229384	-0.072667117	0.6671952509	1	1	1	1	1	1	1	1	1	1	1	1	5	6	3	5	3	3	3	3	6	6	6	3	34	0.3890615126	0	0.6252189212	0.1335894881	0	0.5691057898	0.7343905018	1	1	3	0
2015235829	0.05	0.95	0.5	1	1	1	1	1	1	1.0897571821	0.6357140575	-0.56728004	-0.19599449	-0.562968834	1.1503726924	1	1	1	1	1	1	1	1	1	1	1	1	6	2	6	6	6	1	1	6	6	2	2	2	35	0.9185507753	0	0.5152847015	0.0075713308	1	0.5761711791	1.7007453848	1	1	6	0
2015235829	0.05	0.95	0.5	1	1	1	1	1	1	1.0897571821	0.6357140575	-0.56728004	-0.19599449	-0.562968834	1.1503726924	1	1	1	1	1	1	1	1	1	1	1	1	6	2	6	6	6	1	1	6	6	2	2	2	35	0.9185507753	0	0.5152847015	0.0075713308	1	0.5761711791	1.7007453848	1	1	1	0
244017995	0.05	0.95	0.5	1	1	1	1	1	1	-1.110735907	0.0543087665	0.2658695588	0.1215118125	-0.377573426	0.4247733054	1	1	1	1	1	1	1	1	1	1	1	1	6	5	6	1	6	1	1	5	5	5	5	5	36	0.9874504129	0	0.6395302967	0.1002748646	0	0.7566899372	0.2495466107	1	1	6	0
244017995	0.05	0.95	0.5	1	1	1	1	1	1	-1.110735907	0.0543087665	0.2658695588	0.1215118125	-0.377573426	0.4247733054	1	1	1	1	1	1	1	1	1	1	1	1	6	5	6	1	6	1	1	5	5	5	5	5	36	0.9874504129	0	0.6395302967	0.1002748646	0	0.7566899372	0.2495466107	1	1	1	0
61584209	0.05	0.95	0.5	1	1	1	1	1	1	-0.544056225	0.2339579572	0.4140814302	0.0170247554	0.2676153807	0.9714380531	1	1	1	1	1	1	1	1	1	1	1	1	4	3	3	3	3	3	3	3	3	3	3	3	37	0.4831588531	0	0.5155900058	0.1269991962	0	0.6613458128	1.3428761061	1	1	4	0
61584209	0.05	0.95	0.5	1	1	1	1	1	1	-0.544056225	0.2339579572	0.4140814302	0.0170247554	0.2676153807	0.9714380531	1	1	1	1	1	1	1	1	1	1	1	1	4	3	3	3	3	3	3	3	3	3	3	3	37	0.4831588531	0	0.5155900058	0.1269991962	0	0.6613458128	1.3428761061	1	1	3	0
1906361467	0.05	0.95	0.5	1	1	1	1	1	1	0.5726482416	-0.149875134	-0.284511899	1.1493621896	0.7327696451	0.7544026829	1	1	1	1	1	1	1	1	1	1	1	1	4	5	4	4	4	3	3	3	5	5	5	5	38	0.5327727932	0	0.637604127	0.5971365802	0	0.3316737881	0.9088053658	1	1	4	0
1906361467	0.05	0.95	0.5	1	1	1	1	1	1	0.5726482416	-0.149875134	-0.284511899	1.1493621896	0.7327696451	0.7544026829	1	1	1	1	1	1	1	1	1	1	1	1	4	5	4	4	4	3	3	3	5	5	5	5	38	0.5327727932	0	0.637604127	0.5971365802	0	0.3316737881	0.9088053658	1	1	3	0
747445227	0.05	0.95	0.5	1	1	1	1	1	1	-0.309791748	0.7475699765	-0.265558993	-0.053706388	-0.43037485	0.1398282905	1	1	1	1	1	1	1	1	1	1	1	1	5	6	5	1	5	1	1	6	6	6	6	6	39	0.8474382557	0	0.5840356725	0.1667381004	0	0.115604654	-0.320343419	1	1	5	0
747445227	0.05	0.95	0.5	1	1	1	1	1	1	-0.309791748	0.7475699765	-0.265558993	-0.053706388	-0.43037485	0.1398282905	1	1	1	1	1	1	1	1	1	1	1	1	5	6	5	1	5	1	1	6	6	6	6	6	39	0.8474382557	0	0.5840356725	0.1667381004	0	0.115604654	-0.320343419	1	1	1	0
1807677195	0.05	0.95	0.5	2	1	2	1	1	2	-0.143695924	0.3635840864	-0.227393421	0.4578590054	0.0241462986	0.7397802107	2	1	2	1	1	2	1	1	1	1	1	1	2	2	2	3	3	2	3	2	2	2	2	2	40	0.4814762233	0	0.0665435265	0.1600911483	0	0.5172364365	1.0795604213	1	2	2	1
1807677195	0.05	0.95	0.5	2	1	2	1	1	2	-0.143695924	0.3635840864	-0.227393421	0.4578590054	0.0241462986	0.7397802107	2	1	2	1	1	2	1	1	1	1	1	1	2	2	2	3	3	2	3	2	2	2	2	2	40	0.4814762233	0	0.0665435265	0.1600911483	0	0.5172364365	1.0795604213	1	1	3	0
293349623	0.05	0.95	0.5	1	1	1	1	1	1	0.3457794062	0.4602085086	1.2157810079	0.1700674626	0.0041842185	0.5864281105	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	1	1	4	2	4	4	4	4	41	0.5554012948	0	0.0879240297	0.5653839822	0	0.4025707768	0.5728562211	1	1	1	0
